id	link	date	text
1459270818752520196	https://twitter.com/twitter/statuses/1459270818752520196	Fri Nov 12 21:24:09 +0000 2021	@jamesgordon4th @rodcoffman @MdRisette @Rich2Al @thatsnotmine125 @BurgerLab12 @mcfunny @carlsmythe @pawley_robert @Alex_on_A14 @bloody_scandal @wjack76995 @BrowningNeelyn @andylumm @temple_surly @F250Roush @SmashCarm @RamasesIV @barryjohnreid21 @KayVonPaul @JSAHolmes @swedishchf @Bebert701 @ChrisJohnsonMD @ADreyzen @MaureenStroud @JosieJoBee @farrishimo @WendyOrent @ginapro @RTheatheist @nyob7714 @bat92799926 @TheMarCam @Tampa_Egret @fredwibblington @Kathmarval @GTabiadon @Poopsie31 @hypnosexotica @VeritasMarcus @TakeThatCDC @BioVisionary @DEKKplans @DontMes70957787 @Jenni86587557 @SassyGirlD1 @SaltaoVladimir @jhan2qt @Nycweatherrepor This is a terrible headline. There were no hospitalizations and no deaths among the vaccinated in that one study described in the article. Fauci did NOT say that this means the vaccine is 100% effective against hospitalization and death, let alone 100% effective period.
1459305398188404737	https://twitter.com/twitter/statuses/1459305398188404737	Fri Nov 12 23:41:34 +0000 2021	Borax baths? Now that's silly. The only effective way to detox from the COVID-19 vaccine is to get a flu shot. They cancel each other out. Spread the word.
1459302246819119105	https://twitter.com/twitter/statuses/1459302246819119105	Fri Nov 12 23:29:02 +0000 2021	@JahdoP Apparently due to covid delays which is understandable.
1459214747342102538	https://twitter.com/twitter/statuses/1459214747342102538	Fri Nov 12 17:41:21 +0000 2021	Give me a moment... my math and the province's math on percentage vaccination coverage continue to diverge, and I'm trying to figure out why
1459223315613028356	https://twitter.com/twitter/statuses/1459223315613028356	Fri Nov 12 18:15:24 +0000 2021	"@NaheedD ""believe in the science"" is an authoritarian decree. \nWe have 9 months of real life data about the safety &amp; efficacy of these ""vaccines"" (which i have taken).  So ""the science"" on mRNA vaccines is NOT settled. \n\nHC workers may have had COVID &amp; believe in the science of immunity."
1459241000472399876	https://twitter.com/twitter/statuses/1459241000472399876	Fri Nov 12 19:25:40 +0000 2021	In addition. \n\nWe got some new restrictions today, which will do absolutely nothing to help reduce our covid cases.\n\nAnother high number today.
1459258376467136528	https://twitter.com/twitter/statuses/1459258376467136528	Fri Nov 12 20:34:43 +0000 2021	@TimRobe74994564 @CBCAlerts @GovCanHealth I'd rather they ensured everything was done properly even if that takes a couple of extra weeks. We don't have the vaccine yet I don't think so approving today wouldn't do much.
1459227373824479232	https://twitter.com/twitter/statuses/1459227373824479232	Fri Nov 12 18:31:31 +0000 2021	@JoshSehn What coercion? Unvaxxed mooch far too much of free healthcare and risk too many death and too much suffering by those that need urgent hospital beds. #GetVaxxed as vaccine THE cheapest and most effective least bad option out there !!
1459235131722371072	https://twitter.com/twitter/statuses/1459235131722371072	Fri Nov 12 19:02:21 +0000 2021	"@richardPlusPlus @GregAbbott_TX UK Prime Minister Boris Johnson: ""It (vaccine) doesn't \nprotect against catching the disease (Covid 19) and it doesn't protect against passing it (Covid 19) on, so now is the time to get your booster!"" \nW.H.O. director Adhanom: ""the vaccine doesn't stop the spread of Covid"""
1459301657590784004	https://twitter.com/twitter/statuses/1459301657590784004	Fri Nov 12 23:26:42 +0000 2021	For the anti-vaccine people who are Pro-Trump ... Didn't Trump get a vaccine? Or is that some sort of psych-op I didn't see in sheepleland? #vaccine #pscyop
1459269124375334915	https://twitter.com/twitter/statuses/1459269124375334915	Fri Nov 12 21:17:25 +0000 2021	@ffswdfcsd @globeandmail Give a fucking break when will ppl like you learn they have bin working on a vaccine since covid early 2000s. Plus this vaccine has had the largest # of ppl testing in the history of new drugs.
1459290957354991616	https://twitter.com/twitter/statuses/1459290957354991616	Fri Nov 12 22:44:11 +0000 2021	Health Canada briefing this morning confirms their previous timeline for 5-11 year old vaccine approval within the next 1-2 weeks. #abvax
1459239912763498504	https://twitter.com/twitter/statuses/1459239912763498504	Fri Nov 12 19:21:21 +0000 2021	@ScottLEOWarrior Thanks for the chance man your awesome love what you guys do helping people in need I hope I'm one day in the position to do the same. Both me and my girl are out of work due to covid out breaks at our work place.
1459267824405331981	https://twitter.com/twitter/statuses/1459267824405331981	Fri Nov 12 21:12:15 +0000 2021	@angie_rasmussen I was reading about the spontaneous human combustions in 🇬🇧 after vaccine. Why do I never get to see this?  💥💥
1459218966618902528	https://twitter.com/twitter/statuses/1459218966618902528	Fri Nov 12 17:58:07 +0000 2021	@fincjb @Jennife43608785 @ScottBilleck Guess what you need to wear a mask while shopping.. also guess what.. the fully vaxed have less then 1% chance of spreading covid.. unlike the unvaxed.
1459226136781770758	https://twitter.com/twitter/statuses/1459226136781770758	Fri Nov 12 18:26:36 +0000 2021	If you think it's right to force other people to take a vaccine, you're definitely not a liberal, or a proponent of human rights. You're also, frankly, a dick.
1459285117319274499	https://twitter.com/twitter/statuses/1459285117319274499	Fri Nov 12 22:20:58 +0000 2021	@PKBurian @GovCanHealth Rare side effects can only be identified after widespread population use. The job of trials is to rule out major risks that would cancel out the vaccine benefits. Unknown risks will always remain, and won't be picked up by bureaucrats, whether in two weeks or two months.
1459290732993433600	https://twitter.com/twitter/statuses/1459290732993433600	Fri Nov 12 22:43:17 +0000 2021	@CTVToronto And allows water shut off in Simcoe County saying it isn't a public health concern#weak#covid#dunlop#ramara
1459240842120634371	https://twitter.com/twitter/statuses/1459240842120634371	Fri Nov 12 19:25:02 +0000 2021	@ScottBilleck Disappointed there isn’t more being done in Southern Health. I was at Sobeys in Steinbach a few days ago and would peg mask use at about 50%. Plus, Bethesda Hospital doesn’t properly separate covid patients from non covid patients in the ER waiting room… it’s awful here.
1459253931754807305	https://twitter.com/twitter/statuses/1459253931754807305	Fri Nov 12 20:17:03 +0000 2021	@simon_wookey @Sedols @RubinReport Okay?... Whats your point. Doesnt matter how old something is, especially when you can research into it and get information on it.\n\nWhy dont you bring up, for each illness you compared, length of study, length in vaccine trials, introduction of bodily use and numbers of VAERS o.e
1459235761451012097	https://twitter.com/twitter/statuses/1459235761451012097	Fri Nov 12 19:04:51 +0000 2021	@jmoorelock @FlyYQR Don't be a racist by claiming vaccination requirements of destination countries is a system of racism.
1459232139984052226	https://twitter.com/twitter/statuses/1459232139984052226	Fri Nov 12 18:50:28 +0000 2021	@DeniseH49211602 @richardPlusPlus @GregAbbott_TX It's the various medications for Covid 19 administered in a hospital that save anyone seriously I'll enough from Covid 19 to be hospitalized not the vaccine!\nVaccinated people hospitalized by Covid 19 need the very same medications as unvaccinated patients!
1459245316918546433	https://twitter.com/twitter/statuses/1459245316918546433	Fri Nov 12 19:42:49 +0000 2021	@MinionMania18 @TorontoStar go to VAERS and checkout the deaths from this kill shot/vaccine. Report back when you have done very least instead of watching MSM...In all due respect, have a good weekend. Cheers
1459285561588469767	https://twitter.com/twitter/statuses/1459285561588469767	Fri Nov 12 22:22:44 +0000 2021	@SteveSh64638957 @tuffy______ It's the same vaccine the mannequins should have had, that's still be with us and but in that Alberta ICU... #mannequinlivesmatter
1459309306982113284	https://twitter.com/twitter/statuses/1459309306982113284	Fri Nov 12 23:57:06 +0000 2021	My family and most friends think I'm crazy for refusing to comply with vaccine passports. I think they are crazy for feeling like vaccine passports are no big deal. \n\nI'm having trouble relating to people that don't care. How do they not see how dangerous this path is?
1459258915862958083	https://twitter.com/twitter/statuses/1459258915862958083	Fri Nov 12 20:36:51 +0000 2021	@EcoFashionByBG @jkenney He could announce that the $100 reward is now $100,000 and I still wouldn’t even think about it for a millisecond. Regardless of well-documented adverse reactions, efficacy lasts 6-8 months tops. Now he’s shilling boosters of the exact same ineffective vaccine? Absolute farce.
1459293458389209095	https://twitter.com/twitter/statuses/1459293458389209095	Fri Nov 12 22:54:07 +0000 2021	Hey Ted, if a vaccine is a personal healthcare choice, can we assume you’re pro-choice when it comes to a women’s right to choose?
1459305133456646145	https://twitter.com/twitter/statuses/1459305133456646145	Fri Nov 12 23:40:31 +0000 2021	@dorisbrosnan @MRibnek That vaccine, but they will never commit to not taking other medications or vaccines tested in the same way. Nor is it addressed by those who think a Catholic religious exemption can be applied in good conscience. It’s lacking on every level. It’s as fake as they come.
1459300025947889664	https://twitter.com/twitter/statuses/1459300025947889664	Fri Nov 12 23:20:13 +0000 2021	Jokes aside, and to any Canadian reading this, please know that no serious person in Saskatchewan \nwants to separate. Our Gov is just pandering to an extremist minority to distract from Sask making international news for being a dumpster fire of covid chaos for the last 2 months.
1459224351316733952	https://twitter.com/twitter/statuses/1459224351316733952	Fri Nov 12 18:19:31 +0000 2021	"For fucks sake. This is insane. Telling me the vaccination clinic is in ""The Old Costco"" does not help. Which old Costco? That it is on ""Victoria"" in the ""east"" does not help either. I need a fucking address."
1459216603443204096	https://twitter.com/twitter/statuses/1459216603443204096	Fri Nov 12 17:48:43 +0000 2021	@4CRPG @pom569 I am afraid I may spread this new virus, climate change, I hear there is no vaccine available as yet.
1459220211110928385	https://twitter.com/twitter/statuses/1459220211110928385	Fri Nov 12 18:03:03 +0000 2021	@JSFTruth @jordanbpeterson My vaccine card says I'm a 9C
1459269272467906567	https://twitter.com/twitter/statuses/1459269272467906567	Fri Nov 12 21:18:01 +0000 2021	@Kjm108Kari @GregAbbott_TX If your vaccine worked, you wouldnt be afraid of the unvaccinated. Dont overthink it, this is the main reason anyone with (un)common sense wont get it...because it doesn't work and just adds extra risk due to possible side effects.
1459218319995654147	https://twitter.com/twitter/statuses/1459218319995654147	Fri Nov 12 17:55:33 +0000 2021	@CBCAlerts @CBCNews The POPE was loud and clear.  He says there will be NO religious exemption for vaccination.   Most spreaders believe the Earth is flat.  Dont try to reason with a spreader, it hopeless...
1459232316371394572	https://twitter.com/twitter/statuses/1459232316371394572	Fri Nov 12 18:51:10 +0000 2021	Side note, vaccination was not checked at Winnipeg airport. Let’s see what happens in Calgary, Regina and Vancouver ✈️
1459214404256350213	https://twitter.com/twitter/statuses/1459214404256350213	Fri Nov 12 17:39:59 +0000 2021	@DavidDa111877 vaccine mandates aren't immoral. 99% of Physicians everywhere else's take.\n#GetVaccinated  #VaccinePassports #VaccineMandate
1459256594105966594	https://twitter.com/twitter/statuses/1459256594105966594	Fri Nov 12 20:27:38 +0000 2021	@Tamara1235 Sorry for your loss!\nI guess you now realize the #vaccine is useless &amp; being #vaccinated does not protect you. \nBeing #unvaccinated doesn’t make you a carrier!\nIt is more likely that the person who gave stepDad #COVID19 was also #vaccinated \nHealthy unvaxxed ppl aren’t to blame🤷‍♀️
1459252414394028038	https://twitter.com/twitter/statuses/1459252414394028038	Fri Nov 12 20:11:01 +0000 2021	@HopeEcon You should definitely add that detail to your re-submission of your proof of vaccination
1459217453813153793	https://twitter.com/twitter/statuses/1459217453813153793	Fri Nov 12 17:52:06 +0000 2021	Increase in hospitalization among fully vaccinated people she says. Vaccines are effective but as the virus spreads there are increased chances of breakthrough cases. \n\nCare homes - all designated caregivers must show proof of full vaccination starting next week
1459272016314306560	https://twitter.com/twitter/statuses/1459272016314306560	Fri Nov 12 21:28:55 +0000 2021	JUST IN - Latvia bans lawmakers who refuse the #COVID19 vaccine from voting on legislature and participating in parliamentary discussions (AP)
1459255863625936897	https://twitter.com/twitter/statuses/1459255863625936897	Fri Nov 12 20:24:44 +0000 2021	The Biden Administration is defying a court order blocking their unconstitutional vaccine mandate. \n\nThat’s not how our country works. He cannot act like a tyrant.
1459266028731465729	https://twitter.com/twitter/statuses/1459266028731465729	Fri Nov 12 21:05:07 +0000 2021	@ThomasBeyer It's not... but loss of freedom, coercion, socialism etc are not justified, particularly for a vaccine that clearly is NOT going to stop the spread of COVID.\n\nIt seems to have the side effect of making people stupid, giving up their freedom and coercing others to do the same.
1459289575860310020	https://twitter.com/twitter/statuses/1459289575860310020	Fri Nov 12 22:38:41 +0000 2021	@cspotweet So now those vaccine hesistant folks who Kenney said wanted these will get them? Maybe somebody in the media should follow this.
1459238626555056134	https://twitter.com/twitter/statuses/1459238626555056134	Fri Nov 12 19:16:14 +0000 2021	@WordsandGuitar I get that. I shifted my viewing habits some months back to fluff and humour. Really getting a kick out of Ted Lasso rn. On books, I still tend toward the serious but covid is def a no-go zone for me. I am so over the whole thing.
1459272988440809474	https://twitter.com/twitter/statuses/1459272988440809474	Fri Nov 12 21:32:47 +0000 2021	@GreaterSudbury Because that vaccine is so effective. 🙄
1459225506000216066	https://twitter.com/twitter/statuses/1459225506000216066	Fri Nov 12 18:24:06 +0000 2021	@CBCAlerts At the same time other countries are banning Moderna vaccine for anyone under 30. Does Canada only take advice from big pharma?
1459242633994321926	https://twitter.com/twitter/statuses/1459242633994321926	Fri Nov 12 19:32:10 +0000 2021	This decision appears to be the first to consider a mandatory vaccination policy’s reasonableness and compliance with Ontario legislation.
1459246208925450248	https://twitter.com/twitter/statuses/1459246208925450248	Fri Nov 12 19:46:22 +0000 2021	I need to know the kind of lives people lead to have so much time to obsess about catching covid\n\nI have 3 teens, 2 dogs, a husband, an older daughter with advanced Lyme disease, multiple rental properties, kids in multiple sports, endless laundry, etc.\n\nI have no time to worry
1459243022034472960	https://twitter.com/twitter/statuses/1459243022034472960	Fri Nov 12 19:33:42 +0000 2021	@lasportspage They were really - wait for it - squawking about the wait time in line at the border. (see what I did there?). They DID have their vaccination papers, so that's a feather in their cap (thank you, thank you.....).
1459266365303394309	https://twitter.com/twitter/statuses/1459266365303394309	Fri Nov 12 21:06:28 +0000 2021	@BenisKen @jletoile @Monoveler @itsJeffTiedrich 1. Leads the world in covid cases per capita \n2. Most  covid deaths  ( you're beating 3rd world countries) \n3. 2/3 without health care\n4. Kids learn active shooter drills\n5. 44K gun deaths this year\n\nSo you got here by being STUPID
1459258486320209932	https://twitter.com/twitter/statuses/1459258486320209932	Fri Nov 12 20:35:09 +0000 2021	@HStefansonMB @AudreyGordonMB @WabKinew why do I have to b at risk shopping with the unvaccinated? Shopping should require proof of vaccination. Unvaxxed can shop outside of normal hours. Many of them remove their masks once inside. It’s like working w 10 year olds! @CBCMarcy
1459246964587913217	https://twitter.com/twitter/statuses/1459246964587913217	Fri Nov 12 19:49:22 +0000 2021	To the 20.9% who chose not to get the first vaccine.\n\nTo the 28.3% who chose not to get the 2nd vaccine.\n\nTo the 81.4% who chose not to get the 3rd vaccine.\n\nI salute you!\n\n#unvaccinated #mybodymychoice
1459299438271160322	https://twitter.com/twitter/statuses/1459299438271160322	Fri Nov 12 23:17:53 +0000 2021	@Stephwolfe101 If the teen is capable of making the decision for themselves, then yes. We have mature minors for a reason. I'm assuming the health care worker would assess before providing the vaccination.
1459220073588027392	https://twitter.com/twitter/statuses/1459220073588027392	Fri Nov 12 18:02:31 +0000 2021	"@jkenney @FIFAWorldCup @CanadaSoccerEN Yes please go.  It won't be ""get your hot dogs here"" it will be ""get your covid here"""
1459280881604984836	https://twitter.com/twitter/statuses/1459280881604984836	Fri Nov 12 22:04:08 +0000 2021	@erinotoole Being tested is part of travelling Erin.  I do not want anyone coming back to Canada to import more covid.  If people can afford the vacation, they can afford the tests.  It is about consoling the pandemic. Stop whining. @JustinTrudeau
1459234523133186050	https://twitter.com/twitter/statuses/1459234523133186050	Fri Nov 12 18:59:56 +0000 2021	Maybe it’s the vaccine
1459272072509673486	https://twitter.com/twitter/statuses/1459272072509673486	Fri Nov 12 21:29:08 +0000 2021	"@NeedlesOnNews @RubinReport The question was ""Do you know anyone who regrets not getting the vaccine?""\nYou replied with ""Do you know TRUMP""\nSo your point is still useless"
1459276184550785026	https://twitter.com/twitter/statuses/1459276184550785026	Fri Nov 12 21:45:29 +0000 2021	@RaptorsGirl99 Wow, hope he gets better.\n\nMakes me feel less bad about my home being so strict about everything covid related and maybe not letting my kid do things his other friends parents let them do  \n\nThis is a serious virus
1459305401673928705	https://twitter.com/twitter/statuses/1459305401673928705	Fri Nov 12 23:41:34 +0000 2021	@mach777771 @BNODesk Yah like who would be crazy enough to refuse a COVID vaccine?
1459257587434614786	https://twitter.com/twitter/statuses/1459257587434614786	Fri Nov 12 20:31:35 +0000 2021	@mandajbr @physedchick @Mrhockey1231 My pharmacy experiences for covid shots were both very formal and by the book. My husband did Costco for his second shot and they had timers above the chairs and everything.
1459228521323110404	https://twitter.com/twitter/statuses/1459228521323110404	Fri Nov 12 18:36:05 +0000 2021	@island_cader @EliseVelaz9 As of now my understanding is that they will not be including children in the vaccine passport program.
1459254917869228036	https://twitter.com/twitter/statuses/1459254917869228036	Fri Nov 12 20:20:58 +0000 2021	@Prince_Pk_Ak_ @nsgov A lockdown does nothing but punish those who gotten the vaccine. The hospitals are hot overwhelmed. It's just like an advanced flu and people recover.
1459303289418252289	https://twitter.com/twitter/statuses/1459303289418252289	Fri Nov 12 23:33:11 +0000 2021	I don’t put a lot of faith in FDA approval, but it does mean something LEGALLY.\n\nAccording to CDC’s VaccineFinder website, the FDA approved vaccine is nowhere to be found in the US.\n\nHow can the government, or even a private employer, LEGALLY mandate a drug that isn’t approved?
1459289734279168008	https://twitter.com/twitter/statuses/1459289734279168008	Fri Nov 12 22:39:19 +0000 2021	Premier Jason Kenney just announced that the province has received 5,000 doses of the Johnson &amp; Johnson’s Janssen vaccine and are waiting for another 15,000.
1459242195442184199	https://twitter.com/twitter/statuses/1459242195442184199	Fri Nov 12 19:30:25 +0000 2021	@tjscott91920039 @Metro_Sport @ColinMurray Why do you let people asking about vaccination status bother you? It's unfortunate you let others bother you.
1459302731710013441	https://twitter.com/twitter/statuses/1459302731710013441	Fri Nov 12 23:30:58 +0000 2021	"@credulousexpert I've seen a fair amount of antivaxxers posting final goodbyes via tweet/tiktok ""I fucked up. Please get the vaccine."" Fucking tragic."
1459242829281071106	https://twitter.com/twitter/statuses/1459242829281071106	Fri Nov 12 19:32:56 +0000 2021	@omarkj I was just thinking this morning if covid happened three years later there's no way our vaccine records wouldn't be on a blockchain.
1459282030391406592	https://twitter.com/twitter/statuses/1459282030391406592	Fri Nov 12 22:08:42 +0000 2021	Just cuz ur vaccinated doesn’t mean ur imune to covid 🙄🤦🏻‍♀️\nYou can still get it, and pass it along. \nThink of what u will of the illness, it’s still a illness and it can kill ppl.\nI’m protecting myself, my family, and loved ones. \nYou should too.
1459293958538887169	https://twitter.com/twitter/statuses/1459293958538887169	Fri Nov 12 22:56:06 +0000 2021	@thepalace_yyc does the PDF form of vaccine passport still work? Or is it QR only?
1459292714760118284	https://twitter.com/twitter/statuses/1459292714760118284	Fri Nov 12 22:51:10 +0000 2021	"Saskatchewan has the lowest vaccination rate in Canada and we""ll Probably get another wave of infections cause of it."
1459296854030622726	https://twitter.com/twitter/statuses/1459296854030622726	Fri Nov 12 23:07:37 +0000 2021	Can local news stations please stop talking to white people comparing vaccine proof requirements to segregation or the Holocaust? Local racists don't need a platform.
1459300176653426688	https://twitter.com/twitter/statuses/1459300176653426688	Fri Nov 12 23:20:49 +0000 2021	The vaccine is NOT safe and effective and it’s NOT a vaccine!
1459243136824188931	https://twitter.com/twitter/statuses/1459243136824188931	Fri Nov 12 19:34:09 +0000 2021	@CityofBurnaby Curious as to why the vaccine card is not required for swimming pools. They’re required for gyms and now skating, but not pools. Completely mask-less activity, in pool and in change rooms. Would be reassuring if all there are vaccinated.
1459251667380195332	https://twitter.com/twitter/statuses/1459251667380195332	Fri Nov 12 20:08:03 +0000 2021	CALL OUT: Do you have a 12-year-old who recently got the COVID vaccine? Dm if you'd be willing to chat today for @TorontoStar.
1459218238928211972	https://twitter.com/twitter/statuses/1459218238928211972	Fri Nov 12 17:55:13 +0000 2021	@kristinaennis Ok. Ur vaxxed and protected from covid. Please tell me what purpose a vaccine passport in preventing you from getting covid?
1459212324372459524	https://twitter.com/twitter/statuses/1459212324372459524	Fri Nov 12 17:31:43 +0000 2021	@Redpainter1 Received my booster Wednesday along with my flu shot.\nI had a cornucopia of COVID vaccines;\nFirst - AstraZeneca\nSecond - Moderna\nBooster - Pfizer\n🙌
1459248037407215619	https://twitter.com/twitter/statuses/1459248037407215619	Fri Nov 12 19:53:38 +0000 2021	@ManitobaCovid Ooh. Manitoba will be paying dearly. How can you mandate a vaccine that hasn't successfully completed trials? You people are sick, right down to the person typing this into Twitter. Just remember the deaths and injuries are all on you.
1459269542706827268	https://twitter.com/twitter/statuses/1459269542706827268	Fri Nov 12 21:19:05 +0000 2021	@Sue_Innovates Mom and Dad's non profit home had an earlier deadline and only 2 I think did not do the vaccine and were put on administrative leave.
1459269826862632971	https://twitter.com/twitter/statuses/1459269826862632971	Fri Nov 12 21:20:13 +0000 2021	The pandemic is to force you to get the vaccine. \n\nThe vaccine is to force you to get the vaccine passport.\n\nThe vaccine passport is to force you into the social credit system.\n\nThe social credit system is to force you into obeying the government.\n\n~Emerald Robinson✝️
1459229799067500549	https://twitter.com/twitter/statuses/1459229799067500549	Fri Nov 12 18:41:09 +0000 2021	RCMP union says it will back up any officer who refuses vaccination, as the organization is proud of its long history spreading disease
1459222566967693324	https://twitter.com/twitter/statuses/1459222566967693324	Fri Nov 12 18:12:25 +0000 2021	tested negative for covid. this is such a W
1459264346131939332	https://twitter.com/twitter/statuses/1459264346131939332	Fri Nov 12 20:58:26 +0000 2021	@mattgurney If Canada is going to take its time while an excellent vaccine is already available in the US, the border should be opened to people who wish to get the vaccine in the US. Canadians who wish to wait can do so, but some of us are ready based on available science. #cdnpoli
1459246371404492802	https://twitter.com/twitter/statuses/1459246371404492802	Fri Nov 12 19:47:01 +0000 2021	.@HStefansonMB @PC_Manitoba Your gov't claims there is no mandate. Your gov't clawed back the covid stipend @umanitoba paid. Will you commit to no clawing back any deal made with @UMFA_FAUM? #umfa2021 #NoClawBack
1459259254939004929	https://twitter.com/twitter/statuses/1459259254939004929	Fri Nov 12 20:38:12 +0000 2021	105 of today's 193 new cases were not fully vaccinated, including 96 with no vaccine at all. 88 fully vaccinated cases.
1459237732060909569	https://twitter.com/twitter/statuses/1459237732060909569	Fri Nov 12 19:12:41 +0000 2021	We should adopt this restriction for people needing medical care in Manitoba.\n\n- If patient is eligible for a vaccine but remains unvaccinated, they will be responsible for their medical bill.\n\nA week in a hospital on a ventilator is not cheap. The solution is to get vaccinated.
1459238787704401923	https://twitter.com/twitter/statuses/1459238787704401923	Fri Nov 12 19:16:52 +0000 2021	Do vaxxed Canadians entering the US at a land crossing need a negative covid test? My research suggests no. Anyone cross recently (since Nov 8?)
1459279763625979904	https://twitter.com/twitter/statuses/1459279763625979904	Fri Nov 12 21:59:42 +0000 2021	So those that don't know, I'm in yeehaw Saskatchewan and I saw like 10 people getting covid vaccines today!! Yay!!
1459229679450267652	https://twitter.com/twitter/statuses/1459229679450267652	Fri Nov 12 18:40:41 +0000 2021	@DFisman Is it partisan to emphasize things that are likely to keep people safe, like spacing, ventilation, masking, vaccination, and minimizing time spent in large groups indoors? This is probably going to be the new normal, folks.
1459236969746157577	https://twitter.com/twitter/statuses/1459236969746157577	Fri Nov 12 19:09:39 +0000 2021	Slowly overcoming my social anxiety and quiet tone after covid and it feels amazing 🥲🤎✨
1459300744235036673	https://twitter.com/twitter/statuses/1459300744235036673	Fri Nov 12 23:23:04 +0000 2021	@TimHoustonNS @NolanYoungMLA Can you restore transparency in reporting covid cases by giving us the source of infection info again. We know you know this info through your contacts tracing. Simply telling us when cases are close contacts or travel related etc is a help for us. No reason you can’t tell us.
1459241034408345601	https://twitter.com/twitter/statuses/1459241034408345601	Fri Nov 12 19:25:48 +0000 2021	Somebody please explain to me how more people can die under Biden in 2021 with a vaccine then died under Donald Trump in 2020 without a vaccine. Make understandable please. I really want to understand this.
1459236278700937219	https://twitter.com/twitter/statuses/1459236278700937219	Fri Nov 12 19:06:54 +0000 2021	@cbcnewsbc Yes and you’ll get the same stats with Whalley /South Surrey . Just with knowing the age demographics with the flu vaccine. Whalley homeless population don’t typically live as long.Sadly.Every neighbourhood needs housing to support those in need.Spread the need,share the space.
1459240945086521355	https://twitter.com/twitter/statuses/1459240945086521355	Fri Nov 12 19:25:27 +0000 2021	I feel like yelling no more half measures at a lot of people in regards to the covid fight here.
1459253011012800522	https://twitter.com/twitter/statuses/1459253011012800522	Fri Nov 12 20:13:24 +0000 2021	Update: still in hospital. Covid- 19-pneumonia ward.  Just overheard Consultant to patient 2 beds down from me.  Patient has been vaccinated .  But Consultant has said unfortunately you have no antibodies from the vaccine!  \nWTF is going on!
1459179590056873996	https://twitter.com/twitter/statuses/1459179590056873996	Fri Nov 12 15:21:39 +0000 2021	✔Individuals who received a complete series of a viral vector vaccine (two doses of the AstraZeneca vaccine or one dose of the Janssen vaccine)\n✔First Nation, Inuit and Métis adults and their non-Indigenous household members 3/5
1459272162116837380	https://twitter.com/twitter/statuses/1459272162116837380	Fri Nov 12 21:29:30 +0000 2021	@CBCAlerts Remember when getting fully vaccinated was going to end the pandemic? That was 7 months ago. Now it's boosters. At what point is it enough and the realization this vaccine doesn't do what we were told it would? Enough. It's endemic, and not the killer you advertised.
1459296808312655872	https://twitter.com/twitter/statuses/1459296808312655872	Fri Nov 12 23:07:26 +0000 2021	@Dougakd It's only been 7 hours but I haven't had a big/bad reaction to any previous flu shots. Or the covid shot. Lucky that way I guess.
